design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/work/openlane,systolic_array_flat,full_run,flow failed,0h46m23s0ms,0h33m28s0ms,107832.87185837631,0.6240633704249999,59308.07952210698,-1,61.244600000000005,1827.82,31560,0,0,0,0,0,0,0,31,29,0,0,1027160,256815,-2.54,-4.02,-1.89,-1.89,-8.54,-1390.39,-9862.02,-714.68,-714.68,-20956.62,663485974.0,0.0,50.74,48.73,10.06,15.78,0.13,31074,46075,1139,14972,0,0,0,36213,1619,117,1801,1774,5931,2813,387,6511,5655,5618,25,22597,8437,323,14275,37012,82644,597327.8848,0.0605,0.0211,0.000232,0.0772,0.0275,2.22e-07,0.0892,0.0327,4.19e-07,5.02,12.54,79.74481658692186,4.0,1,55,153.18,153.6,0.3,1,10,0.60,0,sky130_fd_sc_hd,AREA 0
